onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.891	.547	SCRAMBLED	17	7	1.011	func/s050.bmp
7.090	.856	.424	SCRAMBLED	18	7	.667	func/s050.bmp
10.331	.925	.510	FAMOUS	5	4	1.370	func/f060.bmp
13.454	.924	.427	FAMOUS	6	4	.916	func/f060.bmp
16.611	.809	.466	UNFAMILIAR	13	7	.869	func/u063.bmp
19.685	.941	.489	UNFAMILIAR	14	7	.641	func/u063.bmp
22.992	.946	.600	UNFAMILIAR	13	4	.825	func/u053.bmp
26.299	.902	.589	UNFAMILIAR	14	4	.824	func/u053.bmp
29.373	.803	.416	FAMOUS	5	7	1.497	func/f064.bmp
32.363	.993	.434	FAMOUS	6	7	1.185	func/f064.bmp
35.102	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
55.698	.872	.557	UNFAMILIAR	13	4	1.108	func/u060.bmp
58.905	.976	.560	UNFAMILIAR	14	4	.917	func/u060.bmp
62.195	.933	.537	UNFAMILIAR	13	7	.642	func/u061.bmp
65.302	.950	.406	UNFAMILIAR	14	7	.641	func/u061.bmp
68.509	.983	.488	FAMOUS	5	7	.778	func/f056.bmp
71.733	.921	.479	SCRAMBLED	17	7	.813	func/s060.bmp
74.873	.934	.448	FAMOUS	5	7	1.129	func/f050.bmp
78.114	.908	.538	FAMOUS	5	4	1.047	func/f063.bmp
81.221	.965	.419	FAMOUS	6	4	1.101	func/f063.bmp
84.361	.856	.413	SCRAMBLED	17	7	1.020	func/s061.bmp
87.568	.992	.577	UNFAMILIAR	13	7	1.071	func/u052.bmp
90.825	.937	.493	FAMOUS	7	7	1.088	func/f056.bmp
94.066	.911	.529	FAMOUS	5	4	.954	func/f057.bmp
97.173	.891	.420	SCRAMBLED	19	7	.638	func/s060.bmp
100.246	.981	.409	UNFAMILIAR	13	7	.898	func/u049.bmp
103.470	.934	.478	FAMOUS	7	7	.863	func/f050.bmp
106.677	.997	.513	SCRAMBLED	17	7	1.049	func/s062.bmp
109.901	.845	.463	SCRAMBLED	17	4	1.333	func/s057.bmp
113.058	.991	.550	SCRAMBLED	19	4	1.212	func/s061.bmp
115.797	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
136.293	.916	.452	SCRAMBLED	17	7	1.130	func/s063.bmp
139.483	.967	.502	UNFAMILIAR	15	7	1.104	func/u052.bmp
142.640	.855	.425	SCRAMBLED	17	7	.915	func/s058.bmp
145.713	.872	.437	FAMOUS	7	4	.871	func/f057.bmp
148.804	.944	.437	FAMOUS	5	7	.985	func/f055.bmp
151.944	.878	.426	FAMOUS	6	7	1.161	func/f055.bmp
155.052	.987	.468	UNFAMILIAR	15	7	1.092	func/u049.bmp
158.325	.921	.525	UNFAMILIAR	13	7	1.114	func/u050.bmp
161.448	.948	.418	UNFAMILIAR	14	7	.951	func/u050.bmp
164.689	.851	.522	SCRAMBLED	19	4	1.311	func/s062.bmp
167.829	.890	.528	SCRAMBLED	17	4	1.004	func/s053.bmp
170.919	.895	.426	SCRAMBLED	19	7	.797	func/s057.bmp
173.993	.991	.412	UNFAMILIAR	13	7	1.306	func/u054.bmp
177.233	.968	.483	UNFAMILIAR	14	7	1.264	func/u054.bmp
180.457	.953	.500	SCRAMBLED	19	n/a	0	func/s063.bmp
183.614	.931	.423	FAMOUS	5	4	1.112	func/f052.bmp
186.804	.922	.491	FAMOUS	6	4	.953	func/f052.bmp
189.961	.908	.462	SCRAMBLED	19	7	.918	func/s058.bmp
192.617	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
213.062	.980	.413	FAMOUS	5	7	1.096	func/f061.bmp
216.269	.839	.463	FAMOUS	6	7	1.134	func/f061.bmp
219.326	.957	.448	UNFAMILIAR	13	7	.690	func/u057.bmp
222.550	.833	.492	UNFAMILIAR	14	7	.944	func/u057.bmp
225.590	.875	.449	FAMOUS	5	7	1.065	func/f054.bmp
228.663	.802	.423	SCRAMBLED	19	7	.793	func/s053.bmp
231.737	.844	.435	SCRAMBLED	17	7	.985	func/s059.bmp
234.861	.964	.514	SCRAMBLED	18	7	.976	func/s059.bmp
238.001	.883	.414	UNFAMILIAR	13	7	.741	func/u058.bmp
241.092	.912	.451	SCRAMBLED	17	4	1.048	func/s049.bmp
244.231	.995	.459	SCRAMBLED	18	7	1.036	func/s049.bmp
247.572	.887	.578	UNFAMILIAR	13	7	1.096	func/u062.bmp
250.662	.927	.422	FAMOUS	5	4	.844	func/f053.bmp
253.786	.963	.427	FAMOUS	7	7	1.389	func/f054.bmp
257.060	.855	.544	SCRAMBLED	17	4	1.297	func/s051.bmp
260.233	.831	.537	FAMOUS	5	7	1.232	func/f051.bmp
263.340	.868	.516	UNFAMILIAR	15	7	1.065	func/u058.bmp
266.497	.844	.525	FAMOUS	5	4	1.269	func/f062.bmp
269.604	.977	.495	FAMOUS	6	4	.972	func/f062.bmp
272.327	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
292.873	.987	.518	SCRAMBLED	17	7	.841	func/s055.bmp
296.179	.923	.548	SCRAMBLED	18	7	.717	func/s055.bmp
299.303	.860	.424	UNFAMILIAR	15	7	1.297	func/u062.bmp
302.344	.960	.417	SCRAMBLED	17	4	1.082	func/s064.bmp
305.600	.996	.526	SCRAMBLED	18	7	.569	func/s064.bmp
308.908	.832	.539	FAMOUS	7	4	.825	func/f053.bmp
311.998	.960	.494	FAMOUS	5	7	1.118	func/f049.bmp
315.255	.892	.522	FAMOUS	6	7	.823	func/f049.bmp
318.328	.956	.413	SCRAMBLED	19	7	1.005	func/s051.bmp
321.552	.854	.487	UNFAMILIAR	13	7	.648	func/u056.bmp
324.727	.893	.551	FAMOUS	7	7	.899	func/f051.bmp
327.816	.852	.423	UNFAMILIAR	13	7	.788	func/u059.bmp
330.873	.956	.445	UNFAMILIAR	14	7	.650	func/u059.bmp
334.080	.826	.477	SCRAMBLED	17	7	.956	func/s054.bmp
337.153	.824	.476	UNFAMILIAR	13	7	.869	func/u055.bmp
340.277	.866	.528	UNFAMILIAR	13	n/a	0	func/u064.bmp
343.350	.843	.449	UNFAMILIAR	14	4	1.409	func/u064.bmp
346.424	.841	.465	UNFAMILIAR	13	7	.830	func/u051.bmp
349.598	.820	.562	UNFAMILIAR	14	7	.825	func/u051.bmp
352.654	.939	.483	UNFAMILIAR	15	4	.528	func/u056.bmp
355.344	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
375.839	.842	.452	SCRAMBLED	17	7	.781	func/s056.bmp
379.046	.811	.586	SCRAMBLED	17	7	.855	func/s052.bmp
382.220	.867	.587	SCRAMBLED	19	7	1.039	func/s054.bmp
385.294	.838	.451	FAMOUS	5	4	1.065	func/f059.bmp
388.317	.881	.416	UNFAMILIAR	15	7	.795	func/u055.bmp
391.540	.909	.571	FAMOUS	5	7	.865	func/f058.bmp
394.781	.821	.560	FAMOUS	6	7	.852	func/f058.bmp
397.403	.012	0	n/a	999	0	0	func/Circle.bmp
